Bait	Prey	#Rep	AvgP	BFDR
homo+DMSO	P12814	4	0.3108	0.4309
HSPB7	P12814	4	0.4341	0.3634
iPS_A4	P12814	4	0.4667	0.3486
iPS_C10	P12814	4	0.2155	0.5431
iPS_K22	P12814	4	0.0918	0.5867
iPS_P9	P12814	4	0.5855	0.2326
iPS_WTc11	P12814	4	0.7652	0.0894
K22	P12814	4	0.6826	0.1748
P9	P12814	4	0.7219	0.1556
RBM20	P12814	1	0.9997	0.0000
A4	P12829	4	0.6980	0.1674
C10	P12829	4	0.7477	0.1404
homo+Bort	P12829	4	0.7406	0.1455
homo+DMSO	P12829	4	0.4916	0.3357
HSPB7	P12829	4	0.5280	0.2759
iPS_A4	P12829	4	0.6010	0.2232
iPS_C10	P12829	4	0.6420	0.1965
iPS_K22	P12829	4	0.2143	0.5437
iPS_P9	P12829	4	0.2020	0.5485
K22	P12829	4	0.4588	0.3520
P9	P12829	4	0.7724	0.0846
RBM20	P12829	1	0.6512	0.1916
TetOn-BAG3	P12829	4	0.8008	0.0641
A4	P12883	4	0.7510	0.1006
C10	P12883	4	0.5598	0.2524
homo+Bort	P12883	4	0.3386	0.4156
homo+DMSO	P12883	4	0.6085	0.2177
HSPB7	P12883	4	0.6145	0.2137
iPS_C10	P12883	4	0.1394	0.5685
K22	P12883	4	0.5595	0.2527
P9	P12883	4	0.7865	0.0745
RBM20	P12883	1	0.7241	0.1545
TetOn-BAG3	P12883	4	0.7461	0.1418
A4	P12956	4	0.2268	0.5387
C10	P12956	4	0.2815	0.4474
homo+Bort	P12956	4	0.1912	0.5522
homo+DMSO	P12956	4	0.1397	0.5683
HSPB7	P12956	4	0.5569	0.2551
iPS_A4	P12956	4	0.6399	0.1977
iPS_C10	P12956	4	0.8308	0.0468
iPS_K22	P12956	4	0.8671	0.0297
iPS_P9	P12956	4	0.9174	0.0109
iPS_WTc11	P12956	4	0.9248	0.0096
K22	P12956	4	0.2254	0.5392
P9	P12956	4	0.4427	0.3593
RBM20	P12956	1	0.5922	0.2289
TetOn-BAG3	P12956	4	0.2012	0.5488
A4	P13010	4	0.2270	0.5386
C10	P13010	4	0.2482	0.5268
homo+Bort	P13010	4	0.2246	0.5394
HSPB7	P13010	4	0.2465	0.5288
iPS_A4	P13010	4	0.6147	0.2135
iPS_C10	P13010	4	0.8833	0.0234
iPS_K22	P13010	4	0.8376	0.0433
iPS_P9	P13010	4	0.9577	0.0049
iPS_WTc11	P13010	4	0.9665	0.0037
K22	P13010	4	0.2227	0.5403
P9	P13010	4	0.2492	0.5246
TetOn-BAG3	P13010	4	0.1021	0.5825
A4	P13533	4	0.3511	0.4087
homo+Bort	P13533	4	0.5000	0.2946
homo+DMSO	P13533	4	0.5000	0.2946
HSPB7	P13533	4	0.5000	0.2946
iPS_A4	P13533	4	0.0410	0.6120
iPS_C10	P13533	4	0.5000	0.2946
iPS_P9	P13533	4	0.2500	0.4623
K22	P13533	4	0.1779	0.5568
P9	P13533	4	0.7762	0.0820
TetOn-BAG3	P13533	4	0.7358	0.1490
iPS_A4	P13639	4	0.7005	0.1661
iPS_C10	P13639	4	0.2500	0.4623
iPS_K22	P13639	4	0.4985	0.3293
iPS_P9	P13639	4	0.2500	0.4623
iPS_WTc11	P13639	4	0.5000	0.2946
C10	P13674	4	0.2500	0.4623
HSPB7	P13674	4	0.2500	0.4623
P9	P13674	4	0.5000	0.2946
RBM20	P13674	1	1.0000	0.0000
A4	P13686	4	0.2498	0.5214
iPS_P9	P13686	4	0.2500	0.4623
K22	P13686	4	0.2500	0.4623
A4	P13861	4	0.1736	0.5577
C10	P13861	4	0.2290	0.5379
homo+Bort	P13861	4	0.0084	0.6228
homo+DMSO	P13861	4	0.0057	0.6234
HSPB7	P13861	4	0.1615	0.5615
K22	P13861	4	0.0636	0.6002
P9	P13861	4	0.3093	0.4317
TetOn-BAG3	P13861	4	0.0884	0.5879
A4	P14314	4	0.0638	0.6000
C10	P14314	4	0.3461	0.4116
homo+Bort	P14314	4	0.2216	0.5408
homo+DMSO	P14314	4	0.0669	0.5980
HSPB7	P14314	4	0.1445	0.5667
iPS_A4	P14314	4	0.6301	0.2029
iPS_C10	P14314	4	0.9061	0.0137
iPS_K22	P14314	4	0.3571	0.4058
iPS_P9	P14314	4	0.4522	0.3554
iPS_WTc11	P14314	4	0.7235	0.1549
K22	P14314	4	0.1500	0.5650
P9	P14314	4	0.1736	0.5577
A4	P14618	4	0.2500	0.4623
C10	P14618	4	0.2500	0.4623
homo+Bort	P14618	4	0.2500	0.4623
homo+DMSO	P14618	4	0.2500	0.4623
HSPB7	P14618	4	0.5000	0.2946
iPS_A4	P14618	4	0.7500	0.1017
iPS_C10	P14618	4	0.2500	0.4623
iPS_K22	P14618	4	0.2500	0.4623
iPS_P9	P14618	4	0.2500	0.4623
iPS_WTc11	P14618	4	0.5000	0.2946
P9	P14618	4	0.5000	0.2946
TetOn-BAG3	P14618	4	0.5000	0.2946
A4	P14625	4	0.3632	0.4021
C10	P14625	4	0.5908	0.2298
homo+Bort	P14625	4	0.3947	0.3852
homo+DMSO	P14625	4	0.2158	0.5430
HSPB7	P14625	4	0.6044	0.2202
iPS_A4	P14625	4	0.7614	0.0932
iPS_C10	P14625	4	0.9994	0.0000
iPS_K22	P14625	4	0.9906	0.0006
iPS_P9	P14625	4	1.0000	0.0000
iPS_WTc11	P14625	4	0.9995	0.0000
K22	P14625	4	0.5751	0.2400
P9	P14625	4	0.7237	0.1548
RBM20	P14625	1	0.9767	0.0021
TetOn-BAG3	P14625	4	0.2982	0.4380
A4	P14854	4	0.1099	0.5794
C10	P14854	4	0.0779	0.5921
homo+Bort	P14854	4	0.1400	0.5682
HSPB7	P14854	4	0.2943	0.4402
K22	P14854	4	0.0419	0.6116
P9	P14854	4	0.0440	0.6108
TetOn-BAG3	P14854	4	0.2379	0.5341
A4	P14866	4	0.1449	0.5666
C10	P14866	4	0.0383	0.6131
homo+Bort	P14866	4	0.1915	0.5520
homo+DMSO	P14866	4	0.2111	0.5451
HSPB7	P14866	4	0.1065	0.5808
iPS_A4	P14866	4	0.2500	0.4623
iPS_C10	P14866	4	0.3258	0.4223
iPS_K22	P14866	4	0.0686	0.5967
iPS_P9	P14866	4	0.2175	0.5423
iPS_WTc11	P14866	4	0.2500	0.4623
K22	P14866	4	0.0384	0.6131
P9	P14866	4	0.2734	0.4513
TetOn-BAG3	P14866	4	0.0838	0.5897
C10	P15311	4	0.2500	0.4623
homo+Bort	P15311	4	0.2500	0.4623
homo+DMSO	P15311	4	0.2500	0.4623
K22	P15311	4	0.2500	0.4623
P9	P15311	4	0.2500	0.4623
A4	P15880	4	0.1996	0.5493
C10	P15880	4	0.3264	0.4219
homo+Bort	P15880	4	0.2034	0.5480
homo+DMSO	P15880	4	0.2372	0.5345
HSPB7	P15880	4	0.3336	0.4181
iPS_A4	P15880	4	0.3119	0.4302
iPS_C10	P15880	4	0.4121	0.3752
iPS_K22	P15880	4	0.4675	0.3480
iPS_P9	P15880	4	0.4444	0.3585
iPS_WTc11	P15880	4	0.4519	0.3556
K22	P15880	4	0.2253	0.5392
P9	P15880	4	0.3799	0.3931
TetOn-BAG3	P15880	4	0.1957	0.5507
A4	P15907	4	0.0620	0.6011
C10	P15907	4	0.0503	0.6077
homo+DMSO	P15907	4	0.0703	0.5959
iPS_A4	P15907	4	0.0526	0.6065
iPS_WTc11	P15907	4	0.0144	0.6209
P9	P15907	4	0.0420	0.6115
TetOn-BAG3	P15907	4	0.2354	0.5351
A4	P15924	4	0.2043	0.5477
C10	P15924	4	0.0730	0.5947
homo+DMSO	P15924	4	0.0565	0.6049
HSPB7	P15924	4	0.2435	0.5312
iPS_A4	P15924	4	0.2402	0.5331
iPS_C10	P15924	4	0.0940	0.5859
iPS_WTc11	P15924	4	0.1656	0.5604
K22	P15924	4	0.0993	0.5836
P9	P15924	4	0.2886	0.4435
A4	P16401	4	0.2351	0.5354
C10	P16401	4	0.2836	0.4466
homo+Bort	P16401	4	0.4552	0.3539
homo+DMSO	P16401	4	0.4027	0.3802
HSPB7	P16401	4	0.3688	0.3989
iPS_A4	P16401	4	0.2587	0.4586
iPS_C10	P16401	4	0.1342	0.5704
iPS_K22	P16401	4	0.3700	0.3983
iPS_P9	P16401	4	0.3122	0.4300
iPS_WTc11	P16401	4	0.3360	0.4168
K22	P16401	4	0.2064	0.5468
P9	P16401	4	0.2575	0.4592
RBM20	P16401	1	0.3003	0.4368
TetOn-BAG3	P16401	4	0.1735	0.5578
A4	P16403	4	0.5770	0.2386
C10	P16403	4	0.6150	0.2133
homo+Bort	P16403	4	0.6514	0.1913
homo+DMSO	P16403	4	0.5864	0.2320
HSPB7	P16403	4	0.5725	0.2423
iPS_A4	P16403	4	0.4315	0.3649
iPS_C10	P16403	4	0.3562	0.4062
iPS_K22	P16403	4	0.3252	0.4227
iPS_P9	P16403	4	0.4526	0.3552
iPS_WTc11	P16403	4	0.3825	0.3915
K22	P16403	4	0.5261	0.2776
P9	P16403	4	0.5077	0.2902
RBM20	P16403	1	0.7203	0.1564
TetOn-BAG3	P16403	4	0.5391	0.2681
iPS_K22	P16444	4	0.0604	0.6022
TetOn-BAG3	P16444	4	0.2481	0.5270
A4	P16615	4	0.5216	0.2813
C10	P16615	4	0.4310	0.3652
homo+Bort	P16615	4	0.6312	0.2026
homo+DMSO	P16615	4	0.7141	0.1599
HSPB7	P16615	4	0.4255	0.3681
iPS_WTc11	P16615	4	0.1131	0.5778
K22	P16615	4	0.8345	0.0451
P9	P16615	4	0.6478	0.1930
TetOn-BAG3	P16615	4	0.5956	0.2263
C10	P17019	4	0.2500	0.4623
iPS_WTc11	P17025	4	0.2500	0.4623
A4	P17066	4	0.9659	0.0041
C10	P17066	4	0.9510	0.0057
homo+Bort	P17066	4	1.0000	0.0000
homo+DMSO	P17066	4	0.9998	0.0000
HSPB7	P17066	4	0.5344	0.2715
iPS_A4	P17066	4	0.5572	0.2547
iPS_C10	P17066	4	0.8825	0.0237
iPS_K22	P17066	4	0.3635	0.4018
iPS_P9	P17066	4	0.7966	0.0668
iPS_WTc11	P17066	4	0.7578	0.0951
K22	P17066	4	0.7967	0.0666
P9	P17066	4	0.7784	0.0801
RBM20	P17066	1	0.6906	0.1713
TetOn-BAG3	P17066	4	1.0000	0.0000
A4	P17096	4	0.4332	0.3638
C10	P17096	4	0.4985	0.3293
homo+Bort	P17096	4	0.4751	0.3443
homo+DMSO	P17096	4	0.3715	0.3974
HSPB7	P17096	4	0.7021	0.1652
iPS_A4	P17096	4	0.4786	0.3427
iPS_C10	P17096	4	0.6462	0.1939
iPS_K22	P17096	4	0.5477	0.2623
iPS_P9	P17096	4	0.6585	0.1875
iPS_WTc11	P17096	4	0.6658	0.1837
K22	P17096	4	0.3548	0.4067
P9	P17096	4	0.5439	0.2649
RBM20	P17096	1	0.5673	0.2461
TetOn-BAG3	P17096	4	0.4953	0.3329
K22	P17480	4	0.2500	0.4623
A4	P17481	4	0.3246	0.4231
homo+Bort	P17481	4	0.2500	0.4623
homo+DMSO	P17481	4	0.2187	0.5417
HSPB7	P17481	4	0.2500	0.4623
iPS_A4	P17481	4	0.4987	0.3288
iPS_K22	P17481	4	0.0200	0.6193
iPS_WTc11	P17481	4	0.4994	0.3275
K22	P17481	4	0.0758	0.5932
P9	P17481	4	0.4989	0.3285
RBM20	P17481	1	0.7540	0.0979
TetOn-BAG3	P17481	4	0.2422	0.5321
A4	P17612	4	0.2694	0.4533
C10	P17612	4	0.3228	0.4240
homo+Bort	P17612	4	0.2634	0.4562
homo+DMSO	P17612	4	0.0894	0.5876
HSPB7	P17612	4	0.4997	0.3263
K22	P17612	4	0.2862	0.4448
P9	P17612	4	0.2500	0.4623
TetOn-BAG3	P17612	4	0.3108	0.4309
iPS_C10	P17693	4	0.2500	0.4623
iPS_P9	P17693	4	0.2500	0.4623
iPS_P9	P17707	4	0.2500	0.4623
A4	P17844	4	0.4403	0.3606
C10	P17844	4	0.2943	0.4402
homo+Bort	P17844	4	0.3907	0.3873
homo+DMSO	P17844	4	0.4356	0.3627
HSPB7	P17844	4	0.3041	0.4351
iPS_A4	P17844	4	0.4670	0.3483
iPS_C10	P17844	4	0.6573	0.1882
iPS_K22	P17844	4	0.3866	0.3893
iPS_P9	P17844	4	0.5830	0.2344
iPS_WTc11	P17844	4	0.4307	0.3653
K22	P17844	4	0.3252	0.4227
P9	P17844	4	0.4778	0.3432
RBM20	P17844	1	0.2519	0.4617
TetOn-BAG3	P17844	4	0.3887	0.3882
C10	P17931	4	0.5000	0.2946
K22	P17931	4	0.2500	0.4623
P9	P17931	4	0.5000	0.2946
A4	P17936	4	0.2500	0.4623
K22	P17936	4	0.2500	0.4623
RBM20	P17936	1	1.0000	0.0000
A4	P17980	4	0.1847	0.5544
C10	P17980	4	0.5077	0.2902
homo+Bort	P17980	4	0.2500	0.4623
homo+DMSO	P17980	4	0.2291	0.5379
HSPB7	P17980	4	0.5000	0.2946
iPS_A4	P17980	4	0.5000	0.2946
iPS_C10	P17980	4	1.0000	0.0000
iPS_K22	P17980	4	0.9645	0.0042
iPS_P9	P17980	4	0.9978	0.0001
iPS_WTc11	P17980	4	0.7499	0.1346
K22	P17980	4	0.7156	0.1589
P9	P17980	4	0.2723	0.4521
RBM20	P17980	1	0.7211	0.1560
A4	P17987	4	0.6479	0.1929
C10	P17987	4	0.7376	0.1479
homo+Bort	P17987	4	0.5494	0.2608
homo+DMSO	P17987	4	0.5807	0.2358
HSPB7	P17987	4	0.5710	0.2434
iPS_A4	P17987	4	0.6726	0.1798
iPS_C10	P17987	4	0.9123	0.0123
iPS_K22	P17987	4	0.8756	0.0270
iPS_P9	P17987	4	0.9043	0.0145
iPS_WTc11	P17987	4	0.8685	0.0292
K22	P17987	4	0.6435	0.1954
P9	P17987	4	0.7583	0.0946
RBM20	P17987	1	0.5791	0.2371
TetOn-BAG3	P17987	4	0.5621	0.2502
iPS_A4	P18124	4	0.2500	0.4623
iPS_C10	P18124	4	0.2500	0.4623
iPS_K22	P18124	4	0.4999	0.3244
iPS_P9	P18124	4	0.2500	0.4623
iPS_WTc11	P18124	4	0.4862	0.3384
P9	P18124	4	0.2500	0.4623
homo+DMSO	P18428	4	0.2500	0.4623
HSPB7	P18428	4	0.2500	0.4623
iPS_A4	P18428	4	0.2500	0.4623
A4	P18440	4	0.2359	0.5350
C10	P18440	4	0.7489	0.1387
homo+DMSO	P18440	4	0.5000	0.2946
HSPB7	P18440	4	0.2499	0.5199
iPS_A4	P18440	4	0.2500	0.4623
iPS_C10	P18440	4	0.2500	0.4623
iPS_K22	P18440	4	0.7500	0.1017
iPS_P9	P18440	4	0.5000	0.2946
iPS_WTc11	P18440	4	0.2500	0.4623
K22	P18440	4	0.6686	0.1820
P9	P18440	4	0.4997	0.3263
RBM20	P18440	1	1.0000	0.0000
TetOn-BAG3	P18440	4	0.2500	0.4623
iPS_WTc11	P18509	4	0.2500	0.4623
A4	P18583	4	0.0641	0.5998
C10	P18583	4	0.0751	0.5935
homo+Bort	P18583	4	0.2500	0.4623
homo+DMSO	P18583	4	0.2318	0.5368
HSPB7	P18583	4	0.2499	0.5199
iPS_A4	P18583	4	0.7315	0.1510
iPS_C10	P18583	4	0.2500	0.4623
iPS_K22	P18583	4	0.2500	0.4623
iPS_P9	P18583	4	0.2495	0.5236
iPS_WTc11	P18583	4	0.2362	0.5348
K22	P18583	4	0.1260	0.5732
P9	P18583	4	0.1186	0.5756
TetOn-BAG3	P18583	4	0.1577	0.5628
A4	P18621	4	0.7090	0.1624
C10	P18621	4	0.4911	0.3359
homo+Bort	P18621	4	0.5847	0.2331
homo+DMSO	P18621	4	0.7768	0.0816
HSPB7	P18621	4	0.5400	0.2673
iPS_A4	P18621	4	0.5561	0.2557
iPS_C10	P18621	4	0.5709	0.2435
iPS_K22	P18621	4	0.4066	0.3780
iPS_P9	P18621	4	0.6045	0.2202
iPS_WTc11	P18621	4	0.5254	0.2784
K22	P18621	4	0.5570	0.2550
P9	P18621	4	0.7126	0.1604
TetOn-BAG3	P18621	4	0.5482	0.2620
iPS_A4	P18754	4	0.5000	0.2946
iPS_C10	P18754	4	0.2500	0.4623
iPS_K22	P18754	4	0.2500	0.4623
iPS_P9	P18754	4	0.2500	0.4623
iPS_WTc11	P18754	4	0.2500	0.4623
homo+Bort	P19022	4	0.2497	0.5224
K22	P19022	4	0.4818	0.3405
P9	P19022	4	0.2500	0.4623
TetOn-BAG3	P19022	4	0.2500	0.4623
A4	P19105	4	0.2500	0.4623
HSPB7	P19105	4	0.2500	0.4623
iPS_A4	P19105	4	0.6117	0.2159
iPS_C10	P19105	4	0.5000	0.2946
iPS_K22	P19105	4	0.2500	0.4623
iPS_P9	P19105	4	0.5000	0.2946
iPS_WTc11	P19105	4	0.5000	0.2946
A4	P19237	4	0.5968	0.2256
C10	P19237	4	0.3398	0.4151
homo+Bort	P19237	4	0.4169	0.3730
homo+DMSO	P19237	4	0.3654	0.4008
HSPB7	P19237	4	0.1712	0.5586
K22	P19237	4	0.2742	0.4510
P9	P19237	4	0.5525	0.2590
TetOn-BAG3	P19237	4	0.2070	0.5466
A4	P19338	4	0.3228	0.4240
C10	P19338	4	0.3461	0.4116
homo+Bort	P19338	4	0.5226	0.2807
homo+DMSO	P19338	4	0.4765	0.3438
HSPB7	P19338	4	0.5330	0.2727
iPS_A4	P19338	4	0.5635	0.2490
iPS_C10	P19338	4	0.9105	0.0130
iPS_K22	P19338	4	0.6779	0.1771
iPS_P9	P19338	4	0.8133	0.0558
iPS_WTc11	P19338	4	0.8389	0.0426
K22	P19338	4	0.3128	0.4297
P9	P19338	4	0.3019	0.4359
RBM20	P19338	1	0.4194	0.3717
TetOn-BAG3	P19338	4	0.2564	0.4598
A4	P19388	4	0.2499	0.5199
iPS_A4	P19388	4	0.7460	0.1420
iPS_C10	P19388	4	0.7499	0.1346
iPS_K22	P19388	4	0.2500	0.4623
iPS_P9	P19388	4	0.5000	0.2946
iPS_WTc11	P19388	4	0.7475	0.1406
P9	P19388	4	0.4962	0.3320
A4	P19429	4	0.0837	0.5898
homo+Bort	P19429	4	0.0985	0.5839
homo+DMSO	P19429	4	0.0620	0.6011
HSPB7	P19429	4	0.2672	0.4543
K22	P19429	4	0.0512	0.6073
P9	P19429	4	0.0563	0.6050
TetOn-BAG3	P19429	4	0.0385	0.6130
A4	P19474	4	0.5513	0.2596
C10	P19474	4	0.6747	0.1786
homo+Bort	P19474	4	0.5558	0.2564
homo+DMSO	P19474	4	0.5377	0.2691
HSPB7	P19474	4	0.6319	0.2023
iPS_A4	P19474	4	0.5839	0.2337
iPS_C10	P19474	4	0.8074	0.0591
iPS_K22	P19474	4	0.7136	0.1600
iPS_P9	P19474	4	0.7846	0.0757
iPS_WTc11	P19474	4	0.7759	0.0822
K22	P19474	4	0.5354	0.2705
P9	P19474	4	0.6526	0.1903
RBM20	P19474	1	0.7795	0.0789
TetOn-BAG3	P19474	4	0.5213	0.2815
iPS_A4	P19784	4	0.5000	0.2946
iPS_C10	P19784	4	0.2500	0.4623
iPS_K22	P19784	4	0.2500	0.4623
iPS_P9	P19784	4	0.2500	0.4623
iPS_WTc11	P19784	4	0.2500	0.4623
A4	P20042	4	0.2495	0.5236
homo+Bort	P20042	4	0.2500	0.4623
homo+DMSO	P20042	4	0.2496	0.5233
K22	P20042	4	0.2500	0.4623
iPS_C10	P20749	4	0.2500	0.4623
A4	P20929	4	0.0815	0.5905
C10	P20929	4	0.0122	0.6216
iPS_C10	P20929	4	0.2412	0.5326
iPS_K22	P20929	4	0.0550	0.6055
iPS_P9	P20929	4	0.0116	0.6217
iPS_WTc11	P20929	4	0.0601	0.6024
TetOn-BAG3	P20929	4	0.0978	0.5842
A4	P21246	4	0.4242	0.3689
C10	P21246	4	0.3676	0.3995
homo+Bort	P21246	4	0.3955	0.3848
homo+DMSO	P21246	4	0.3897	0.3878
HSPB7	P21246	4	0.5617	0.2506
iPS_A4	P21246	4	0.2407	0.5328
iPS_C10	P21246	4	0.3853	0.3900
iPS_K22	P21246	4	0.2944	0.4400
iPS_P9	P21246	4	0.2049	0.5473
iPS_WTc11	P21246	4	0.2863	0.4448
K22	P21246	4	0.3901	0.3876
P9	P21246	4	0.3298	0.4202
RBM20	P21246	1	0.3632	0.4021
TetOn-BAG3	P21246	4	0.5548	0.2574
A4	P21333	4	0.7101	0.1617
C10	P21333	4	1.0000	0.0000
homo+Bort	P21333	4	0.9907	0.0006
homo+DMSO	P21333	4	0.9997	0.0000
HSPB7	P21333	4	0.5000	0.2946
iPS_A4	P21333	4	0.7685	0.0872
iPS_C10	P21333	4	1.0000	0.0000
iPS_K22	P21333	4	1.0000	0.0000
iPS_P9	P21333	4	1.0000	0.0000
iPS_WTc11	P21333	4	1.0000	0.0000
K22	P21333	4	0.7024	0.1650
P9	P21333	4	1.0000	0.0000
RBM20	P21333	1	1.0000	0.0000
TetOn-BAG3	P21333	4	0.7494	0.1373
C10	P21359	4	0.1412	0.5676
homo+Bort	P21359	4	0.1009	0.5831
homo+DMSO	P21359	4	0.1208	0.5746
HSPB7	P21359	4	0.1013	0.5827
iPS_A4	P21359	4	0.0719	0.5950
iPS_C10	P21359	4	0.1310	0.5716
iPS_K22	P21359	4	0.0712	0.5954
iPS_P9	P21359	4	0.0951	0.5855
iPS_WTc11	P21359	4	0.1016	0.5826
P9	P21359	4	0.2242	0.5395
TetOn-BAG3	P21359	4	0.0856	0.5889
A4	P21397	4	0.1186	0.5756
C10	P21397	4	0.0205	0.6192
homo+Bort	P21397	4	0.2119	0.5448
homo+DMSO	P21397	4	0.1612	0.5615
iPS_A4	P21397	4	0.1378	0.5691
iPS_C10	P21397	4	0.0612	0.6018
iPS_P9	P21397	4	0.1188	0.5755
iPS_WTc11	P21397	4	0.0254	0.6177
P9	P21397	4	0.2433	0.5314
TetOn-BAG3	P21397	4	0.0455	0.6102
A4	P21741	4	0.5803	0.2362
C10	P21741	4	0.6963	0.1685
homo+Bort	P21741	4	0.5810	0.2355
homo+DMSO	P21741	4	0.5612	0.2511
HSPB7	P21741	4	0.6056	0.2192
iPS_A4	P21741	4	0.3964	0.3843
iPS_C10	P21741	4	0.5699	0.2441
iPS_K22	P21741	4	0.4227	0.3696
iPS_P9	P21741	4	0.5350	0.2709
iPS_WTc11	P21741	4	0.4196	0.3715
K22	P21741	4	0.4802	0.3416
P9	P21741	4	0.7108	0.1614
RBM20	P21741	1	0.7731	0.0840
TetOn-BAG3	P21741	4	0.5973	0.2254
A4	P22087	4	0.4725	0.3458
C10	P22087	4	0.4034	0.3799
homo+Bort	P22087	4	0.4513	0.3558
homo+DMSO	P22087	4	0.4102	0.3764
HSPB7	P22087	4	0.6111	0.2160
iPS_A4	P22087	4	0.5595	0.2527
iPS_C10	P22087	4	0.7097	0.1619
iPS_K22	P22087	4	0.6265	0.2054
iPS_P9	P22087	4	0.6323	0.2019
iPS_WTc11	P22087	4	0.7098	0.1619
K22	P22087	4	0.3081	0.4325
P9	P22087	4	0.5624	0.2500
TetOn-BAG3	P22087	4	0.4185	0.3722
A4	P22090	4	0.0596	0.6027
C10	P22090	4	0.0178	0.6201
homo+Bort	P22090	4	0.0556	0.6052
homo+DMSO	P22090	4	0.0475	0.6095
HSPB7	P22090	4	0.0260	0.6176
iPS_A4	P22090	4	0.0474	0.6095
iPS_K22	P22090	4	0.0357	0.6142
iPS_WTc11	P22090	4	0.0570	0.6045
K22	P22090	4	0.0869	0.5884
TetOn-BAG3	P22090	4	0.0391	0.6128
A4	P22234	4	0.2500	0.4623
C10	P22234	4	0.7500	0.1017
homo+Bort	P22234	4	0.2492	0.5246
homo+DMSO	P22234	4	0.2500	0.4623
HSPB7	P22234	4	0.2500	0.4623
iPS_A4	P22234	4	0.7500	0.1017
iPS_C10	P22234	4	1.0000	0.0000
iPS_K22	P22234	4	1.0000	0.0000
iPS_P9	P22234	4	1.0000	0.0000
iPS_WTc11	P22234	4	1.0000	0.0000
K22	P22234	4	0.2500	0.4623
P9	P22234	4	0.4996	0.3269
A4	P22307	4	0.2306	0.5373
C10	P22307	4	0.2964	0.4390
homo+Bort	P22307	4	0.1669	0.5599
homo+DMSO	P22307	4	0.1724	0.5582
HSPB7	P22307	4	0.2154	0.5432
iPS_A4	P22307	4	0.2278	0.5383
iPS_C10	P22307	4	0.1029	0.5821
iPS_P9	P22307	4	0.0638	0.6000
K22	P22307	4	0.2399	0.5332
P9	P22307	4	0.4941	0.3338
RBM20	P22307	1	0.7719	0.0852
TetOn-BAG3	P22307	4	0.2190	0.5416
A4	P22626	4	0.4310	0.3652
C10	P22626	4	0.2958	0.4394
homo+Bort	P22626	4	0.5160	0.2847
homo+DMSO	P22626	4	0.4471	0.3576
HSPB7	P22626	4	0.4433	0.3590
iPS_A4	P22626	4	0.3529	0.4079
iPS_C10	P22626	4	0.3533	0.4076
iPS_K22	P22626	4	0.3487	0.4101
iPS_P9	P22626	4	0.4137	0.3747
iPS_WTc11	P22626	4	0.4423	0.3596
K22	P22626	4	0.3812	0.3923
P9	P22626	4	0.4894	0.3368
RBM20	P22626	1	0.5885	0.2309
TetOn-BAG3	P22626	4	0.4428	0.3592
C10	P22894	4	0.2294	0.5378
iPS_A4	P22894	4	0.1571	0.5631
iPS_K22	P22894	4	0.2208	0.5409
iPS_P9	P22894	4	0.2047	0.5474
iPS_WTc11	P22894	4	0.2137	0.5439
TetOn-BAG3	P22894	4	0.3143	0.4290
A4	P23246	4	0.3049	0.4344
C10	P23246	4	0.3392	0.4154
homo+Bort	P23246	4	0.3227	0.4241
homo+DMSO	P23246	4	0.2805	0.4480
HSPB7	P23246	4	0.1884	0.5531
iPS_A4	P23246	4	0.3829	0.3914
iPS_C10	P23246	4	0.6201	0.2091
iPS_K22	P23246	4	0.4647	0.3494
iPS_P9	P23246	4	0.5372	0.2692
iPS_WTc11	P23246	4	0.5438	0.2650
K22	P23246	4	0.2623	0.4568
P9	P23246	4	0.4200	0.3713
RBM20	P23246	1	0.5106	0.2881
TetOn-BAG3	P23246	4	0.4354	0.3629
A4	P23284	4	0.5297	0.2746
C10	P23284	4	0.6677	0.1829
homo+Bort	P23284	4	0.5740	0.2411
homo+DMSO	P23284	4	0.5413	0.2663
HSPB7	P23284	4	0.6127	0.2149
iPS_A4	P23284	4	0.4596	0.3517
iPS_C10	P23284	4	0.6043	0.2205
iPS_K22	P23284	4	0.5413	0.2663
iPS_P9	P23284	4	0.5927	0.2287
iPS_WTc11	P23284	4	0.6001	0.2239
K22	P23284	4	0.5394	0.2679
P9	P23284	4	0.5803	0.2362
RBM20	P23284	1	0.7493	0.1376
TetOn-BAG3	P23284	4	0.5135	0.2866
A4	P23327	4	0.5925	0.2287
C10	P23327	4	0.5347	0.2712
homo+Bort	P23327	4	0.5797	0.2365
homo+DMSO	P23327	4	0.6651	0.1844
HSPB7	P23327	4	0.8152	0.0548
iPS_A4	P23327	4	0.1492	0.5652
iPS_P9	P23327	4	0.1668	0.5599
K22	P23327	4	0.6947	0.1691
P9	P23327	4	0.6874	0.1729
TetOn-BAG3	P23327	4	0.7087	0.1626
A4	P23378	4	0.0502	0.6078
C10	P23378	4	0.2493	0.5243
HSPB7	P23378	4	0.2492	0.5246
iPS_A4	P23378	4	0.2500	0.4623
iPS_C10	P23378	4	0.2497	0.5224
iPS_WTc11	P23378	4	0.2050	0.5473
K22	P23378	4	0.0459	0.6100
TetOn-BAG3	P23378	4	0.2470	0.5283
iPS_A4	P23381	4	0.2500	0.4623
iPS_C10	P23381	4	0.5000	0.2946
iPS_K22	P23381	4	0.2500	0.4623
iPS_P9	P23381	4	0.2500	0.4623
iPS_WTc11	P23381	4	0.2500	0.4623
A4	P23396	4	0.5987	0.2247
