Bait	Prey	#Rep	AvgP	BFDR
K22	Q15365	4	0.1916	0.5520
P9	Q15365	4	0.5876	0.2314
RBM20	Q15365	1	0.4510	0.3559
TetOn-BAG3	Q15365	4	0.4545	0.3542
A4	Q15366	4	0.2941	0.4403
C10	Q15366	4	0.2368	0.5346
homo+Bort	Q15366	4	0.3488	0.4099
homo+DMSO	Q15366	4	0.1254	0.5734
HSPB7	Q15366	4	0.5135	0.2866
iPS_A4	Q15366	4	0.7369	0.1482
iPS_C10	Q15366	4	0.8491	0.0396
iPS_K22	Q15366	4	0.3168	0.4276
iPS_P9	Q15366	4	0.9770	0.0021
iPS_WTc11	Q15366	4	0.7449	0.1428
K22	Q15366	4	0.0407	0.6122
P9	Q15366	4	0.1295	0.5721
TetOn-BAG3	Q15366	4	0.3919	0.3866
HSPB7	Q15370	4	0.2500	0.4623
iPS_A4	Q15370	4	0.2500	0.4623
iPS_K22	Q15370	4	0.2500	0.4623
iPS_P9	Q15370	4	0.2361	0.5349
A4	Q15386	4	0.1131	0.5778
homo+DMSO	Q15386	4	0.0957	0.5852
HSPB7	Q15386	4	0.0662	0.5984
iPS_A4	Q15386	4	0.0687	0.5966
iPS_C10	Q15386	4	0.0853	0.5891
iPS_P9	Q15386	4	0.0494	0.6084
iPS_WTc11	Q15386	4	0.0612	0.6018
K22	Q15386	4	0.1350	0.5701
P9	Q15386	4	0.0701	0.5959
A4	Q15393	4	0.3854	0.3899
C10	Q15393	4	0.3399	0.4150
homo+Bort	Q15393	4	0.0813	0.5906
homo+DMSO	Q15393	4	0.0894	0.5876
HSPB7	Q15393	4	0.4967	0.3315
iPS_A4	Q15393	4	0.4959	0.3324
iPS_C10	Q15393	4	0.7461	0.1418
iPS_K22	Q15393	4	0.6603	0.1862
iPS_P9	Q15393	4	0.7176	0.1579
iPS_WTc11	Q15393	4	0.5551	0.2571
K22	Q15393	4	0.1197	0.5752
P9	Q15393	4	0.4704	0.3468
RBM20	Q15393	1	0.5514	0.2595
TetOn-BAG3	Q15393	4	0.2656	0.4551
A4	Q15413	4	0.1806	0.5559
homo+Bort	Q15413	4	0.2037	0.5479
homo+DMSO	Q15413	4	0.2442	0.5306
iPS_A4	Q15413	4	0.0999	0.5834
iPS_C10	Q15413	4	0.1172	0.5762
iPS_K22	Q15413	4	0.4354	0.3629
iPS_P9	Q15413	4	0.4926	0.3352
iPS_WTc11	Q15413	4	0.0912	0.5869
K22	Q15413	4	0.3224	0.4243
P9	Q15413	4	0.2500	0.4623
TetOn-BAG3	Q15413	4	0.1982	0.5499
homo+Bort	Q15424	4	0.2500	0.4623
homo+DMSO	Q15424	4	0.2500	0.4623
C10	Q15428	4	0.2500	0.4623
iPS_A4	Q15428	4	0.2500	0.4623
iPS_C10	Q15428	4	0.5000	0.2946
P9	Q15428	4	0.2500	0.4623
A4	Q15459	4	0.1126	0.5780
C10	Q15459	4	0.2654	0.4553
homo+Bort	Q15459	4	0.2723	0.4521
homo+DMSO	Q15459	4	0.2376	0.5342
HSPB7	Q15459	4	0.2578	0.4590
iPS_A4	Q15459	4	0.3103	0.4313
iPS_C10	Q15459	4	0.2228	0.5402
iPS_K22	Q15459	4	0.3825	0.3915
iPS_P9	Q15459	4	0.2061	0.5470
iPS_WTc11	Q15459	4	0.1578	0.5628
K22	Q15459	4	0.1343	0.5704
P9	Q15459	4	0.5090	0.2889
C10	Q15649	4	0.2500	0.4623
homo+DMSO	Q15649	4	0.2499	0.5199
HSPB7	Q15649	4	0.2500	0.4623
iPS_A4	Q15649	4	0.2500	0.4623
iPS_C10	Q15649	4	0.5000	0.2946
iPS_K22	Q15649	4	0.5000	0.2946
iPS_P9	Q15649	4	0.2500	0.4623
iPS_WTc11	Q15649	4	0.2500	0.4623
P9	Q15649	4	0.2500	0.4623
A4	Q15717	4	0.0509	0.6074
C10	Q15717	4	0.0733	0.5945
homo+Bort	Q15717	4	0.0685	0.5968
homo+DMSO	Q15717	4	0.0570	0.6045
HSPB7	Q15717	4	0.1126	0.5780
iPS_A4	Q15717	4	0.2500	0.4623
iPS_C10	Q15717	4	0.1149	0.5771
iPS_K22	Q15717	4	0.0642	0.5997
iPS_P9	Q15717	4	0.0038	0.6240
iPS_WTc11	Q15717	4	0.2485	0.5264
K22	Q15717	4	0.0302	0.6164
A4	Q15746	4	0.2500	0.4623
homo+Bort	Q15746	4	0.5000	0.2946
homo+DMSO	Q15746	4	0.2352	0.5353
HSPB7	Q15746	4	0.2500	0.4623
iPS_C10	Q15746	4	0.2500	0.4623
iPS_K22	Q15746	4	0.2500	0.4623
iPS_WTc11	Q15746	4	0.4999	0.3244
K22	Q15746	4	0.5000	0.2946
P9	Q15746	4	0.5000	0.2946
iPS_A4	Q15751	4	0.2500	0.4623
iPS_C10	Q15751	4	0.2500	0.4623
iPS_K22	Q15751	4	0.2500	0.4623
K22	Q15751	4	0.2500	0.4623
A4	Q15773	4	1.0000	0.0000
C10	Q15773	4	1.0000	0.0000
homo+Bort	Q15773	4	0.7500	0.1017
homo+DMSO	Q15773	4	0.7500	0.1017
iPS_A4	Q15773	4	0.2500	0.4623
iPS_C10	Q15773	4	0.7388	0.1468
iPS_P9	Q15773	4	0.0380	0.6133
K22	Q15773	4	0.1353	0.5699
P9	Q15773	4	0.2500	0.4623
TetOn-BAG3	Q15773	4	0.5000	0.2946
iPS_C10	Q15788	4	0.2500	0.4623
homo+Bort	Q15849	4	0.0577	0.6040
homo+DMSO	Q15849	4	0.1733	0.5578
HSPB7	Q15849	4	0.2121	0.5447
iPS_A4	Q15849	4	0.1088	0.5801
iPS_C10	Q15849	4	0.1376	0.5691
iPS_K22	Q15849	4	0.3932	0.3858
iPS_P9	Q15849	4	0.1586	0.5625
iPS_WTc11	Q15849	4	0.0033	0.6243
P9	Q15849	4	0.2189	0.5417
TetOn-BAG3	Q15849	4	0.0945	0.5857
HSPB7	Q15910	4	0.2500	0.4623
homo+Bort	Q15911	4	0.5000	0.2946
homo+DMSO	Q15911	4	0.2500	0.4623
iPS_K22	Q15911	4	0.2500	0.4623
iPS_WTc11	Q15911	4	0.2500	0.4623
K22	Q15911	4	0.2500	0.4623
P9	Q15911	4	0.2500	0.4623
RBM20	Q15911	1	1.0000	0.0000
C10	Q15942	4	0.2500	0.4623
iPS_A4	Q15942	4	0.5000	0.2946
iPS_C10	Q15942	4	0.7500	0.1017
iPS_K22	Q15942	4	0.5000	0.2946
iPS_P9	Q15942	4	0.7500	0.1017
iPS_WTc11	Q15942	4	0.5000	0.2946
K22	Q15942	4	0.2500	0.4623
P9	Q15942	4	0.5000	0.2946
A4	Q16181	4	0.0528	0.6064
C10	Q16181	4	0.2900	0.4427
homo+Bort	Q16181	4	0.1007	0.5832
homo+DMSO	Q16181	4	0.2810	0.4479
HSPB7	Q16181	4	0.2876	0.4441
iPS_A4	Q16181	4	0.4959	0.3324
iPS_C10	Q16181	4	0.7842	0.0762
iPS_K22	Q16181	4	0.3924	0.3862
iPS_P9	Q16181	4	0.2745	0.4507
iPS_WTc11	Q16181	4	0.4771	0.3436
K22	Q16181	4	0.1254	0.5734
P9	Q16181	4	0.5522	0.2592
RBM20	Q16181	1	0.3840	0.3910
TetOn-BAG3	Q16181	4	0.0084	0.6228
C10	Q16270	4	0.2500	0.4623
homo+DMSO	Q16280	4	0.2500	0.4623
K22	Q16280	4	0.2500	0.4623
TetOn-BAG3	Q16280	4	0.2500	0.4623
iPS_A4	Q16401	4	0.5000	0.2946
iPS_C10	Q16401	4	0.7500	0.1017
iPS_K22	Q16401	4	0.2500	0.4623
iPS_P9	Q16401	4	0.5000	0.2946
iPS_WTc11	Q16401	4	0.3994	0.3826
TetOn-BAG3	Q16401	4	0.2437	0.5310
A4	Q16527	4	0.2522	0.4615
C10	Q16527	4	0.7500	0.1017
homo+Bort	Q16527	4	0.2869	0.4443
homo+DMSO	Q16527	4	0.2499	0.5199
HSPB7	Q16527	4	0.2837	0.4465
iPS_A4	Q16527	4	0.5486	0.2618
iPS_C10	Q16527	4	0.5594	0.2529
iPS_K22	Q16527	4	0.5000	0.2946
iPS_P9	Q16527	4	0.6854	0.1738
iPS_WTc11	Q16527	4	0.5000	0.2946
K22	Q16527	4	0.4029	0.3801
P9	Q16527	4	0.6824	0.1749
RBM20	Q16527	1	1.0000	0.0000
TetOn-BAG3	Q16527	4	0.3330	0.4185
A4	Q16531	4	0.3859	0.3897
C10	Q16531	4	0.5051	0.2918
homo+Bort	Q16531	4	0.2387	0.5338
homo+DMSO	Q16531	4	0.1408	0.5678
HSPB7	Q16531	4	0.2368	0.5346
iPS_A4	Q16531	4	0.3051	0.4342
iPS_C10	Q16531	4	0.3660	0.4007
iPS_K22	Q16531	4	0.4325	0.3642
iPS_P9	Q16531	4	0.1674	0.5597
iPS_WTc11	Q16531	4	0.2511	0.4620
K22	Q16531	4	0.0832	0.5900
P9	Q16531	4	0.2656	0.4551
TetOn-BAG3	Q16531	4	0.1473	0.5659
iPS_A4	Q16555	4	0.5000	0.2946
iPS_C10	Q16555	4	0.2500	0.4623
iPS_K22	Q16555	4	0.2500	0.4623
iPS_P9	Q16555	4	0.7498	0.1357
iPS_WTc11	Q16555	4	0.2500	0.4623
A4	Q16613	4	0.3201	0.4258
C10	Q16613	4	0.5370	0.2694
homo+Bort	Q16613	4	0.6802	0.1763
homo+DMSO	Q16613	4	0.5760	0.2392
HSPB7	Q16613	4	0.4281	0.3667
iPS_A4	Q16613	4	0.7400	0.1459
iPS_C10	Q16613	4	0.7112	0.1613
iPS_K22	Q16613	4	0.7451	0.1426
iPS_P9	Q16613	4	0.7312	0.1513
iPS_WTc11	Q16613	4	0.4996	0.3269
K22	Q16613	4	0.3588	0.4049
P9	Q16613	4	0.3311	0.4194
TetOn-BAG3	Q16613	4	0.3957	0.3846
A4	Q16629	4	0.0471	0.6096
C10	Q16629	4	0.0363	0.6139
homo+Bort	Q16629	4	0.1021	0.5825
homo+DMSO	Q16629	4	0.3163	0.4280
HSPB7	Q16629	4	0.0391	0.6128
iPS_A4	Q16629	4	0.2470	0.5283
iPS_C10	Q16629	4	0.2566	0.4596
iPS_K22	Q16629	4	0.0852	0.5892
iPS_P9	Q16629	4	0.0103	0.6222
iPS_WTc11	Q16629	4	0.2533	0.4611
P9	Q16629	4	0.2178	0.5422
TetOn-BAG3	Q16629	4	0.0718	0.5951
A4	Q16630	4	0.6172	0.2117
C10	Q16630	4	0.6793	0.1768
homo+Bort	Q16630	4	0.6906	0.1713
homo+DMSO	Q16630	4	0.7007	0.1660
HSPB7	Q16630	4	0.5171	0.2842
iPS_A4	Q16630	4	0.5502	0.2602
iPS_C10	Q16630	4	0.7123	0.1606
iPS_K22	Q16630	4	0.6937	0.1696
iPS_P9	Q16630	4	0.6804	0.1762
iPS_WTc11	Q16630	4	0.6933	0.1701
K22	Q16630	4	0.6851	0.1740
P9	Q16630	4	0.6512	0.1916
RBM20	Q16630	1	0.7721	0.0851
TetOn-BAG3	Q16630	4	0.5609	0.2515
iPS_A4	Q16643	4	0.5000	0.2946
iPS_C10	Q16643	4	0.2500	0.4623
iPS_P9	Q16643	4	0.5000	0.2946
iPS_WTc11	Q16643	4	0.5000	0.2946
homo+Bort	Q16659	4	0.7289	0.1523
iPS_A4	Q16659	4	0.5000	0.2946
iPS_C10	Q16659	4	0.6779	0.1771
iPS_K22	Q16659	4	0.5000	0.2946
iPS_P9	Q16659	4	0.7500	0.1017
iPS_WTc11	Q16659	4	0.5000	0.2946
A4	Q16670	4	0.1669	0.5599
C10	Q16670	4	0.1417	0.5674
homo+Bort	Q16670	4	0.0696	0.5961
homo+DMSO	Q16670	4	0.2437	0.5310
HSPB7	Q16670	4	0.1089	0.5799
iPS_A4	Q16670	4	0.0379	0.6133
iPS_C10	Q16670	4	0.2292	0.5378
iPS_K22	Q16670	4	0.2398	0.5333
iPS_P9	Q16670	4	0.2157	0.5431
iPS_WTc11	Q16670	4	0.1182	0.5758
K22	Q16670	4	0.1802	0.5562
P9	Q16670	4	0.2082	0.5462
TetOn-BAG3	Q16670	4	0.0619	0.6012
C10	Q16769	4	0.5000	0.2946
homo+DMSO	Q16769	4	0.2500	0.4623
iPS_A4	Q16769	4	0.7500	0.1017
iPS_C10	Q16769	4	1.0000	0.0000
iPS_K22	Q16769	4	1.0000	0.0000
iPS_P9	Q16769	4	1.0000	0.0000
iPS_WTc11	Q16769	4	1.0000	0.0000
P9	Q16769	4	0.5000	0.2946
TetOn-BAG3	Q16769	4	0.5000	0.2946
A4	Q16851	4	0.5010	0.2942
C10	Q16851	4	0.4059	0.3785
homo+Bort	Q16851	4	0.5467	0.2629
homo+DMSO	Q16851	4	0.5270	0.2768
HSPB7	Q16851	4	0.4063	0.3783
iPS_A4	Q16851	4	0.6007	0.2235
iPS_C10	Q16851	4	0.6846	0.1742
iPS_K22	Q16851	4	0.5406	0.2668
iPS_P9	Q16851	4	0.5474	0.2625
iPS_WTc11	Q16851	4	0.6435	0.1954
K22	Q16851	4	0.4014	0.3813
P9	Q16851	4	0.5578	0.2543
RBM20	Q16851	1	0.5791	0.2371
TetOn-BAG3	Q16851	4	0.5737	0.2414
homo+Bort	Q16875	4	0.2500	0.4623
HSPB7	Q16875	4	0.2500	0.4623
iPS_A4	Q16875	4	0.4999	0.3244
iPS_C10	Q16875	4	0.3232	0.4238
P9	Q16875	4	0.2500	0.4623
C10	Q1ED39	4	0.0243	0.6181
homo+Bort	Q1ED39	4	0.0333	0.6153
iPS_A4	Q1ED39	4	0.6610	0.1860
iPS_C10	Q1ED39	4	0.3716	0.3973
iPS_K22	Q1ED39	4	0.5000	0.2946
iPS_P9	Q1ED39	4	0.5573	0.2547
iPS_WTc11	Q1ED39	4	0.3604	0.4039
K22	Q1ED39	4	0.0096	0.6224
P9	Q1ED39	4	0.0236	0.6183
RBM20	Q1ED39	1	0.1383	0.5689
C10	Q2TAC6	4	0.2500	0.4623
homo+Bort	Q2TAC6	4	0.2500	0.4623
homo+DMSO	Q2TAC6	4	0.2500	0.4623
HSPB7	Q2TAC6	4	0.2500	0.4623
iPS_C10	Q2TAC6	4	0.2500	0.4623
iPS_K22	Q2TAC6	4	0.2500	0.4623
iPS_P9	Q2TAC6	4	0.2500	0.4623
iPS_WTc11	Q2TAC6	4	0.2500	0.4623
P9	Q2TAC6	4	0.2500	0.4623
TetOn-BAG3	Q2TAC6	4	0.2500	0.4623
A4	Q2TAY7	4	0.3591	0.4046
C10	Q2TAY7	4	0.6037	0.2212
homo+Bort	Q2TAY7	4	0.4104	0.3763
homo+DMSO	Q2TAY7	4	0.3114	0.4305
HSPB7	Q2TAY7	4	0.0363	0.6139
iPS_A4	Q2TAY7	4	0.5440	0.2648
iPS_C10	Q2TAY7	4	0.8651	0.0310
iPS_K22	Q2TAY7	4	0.5337	0.2720
iPS_P9	Q2TAY7	4	0.4005	0.3818
iPS_WTc11	Q2TAY7	4	0.5531	0.2582
K22	Q2TAY7	4	0.3737	0.3964
P9	Q2TAY7	4	0.4509	0.3560
RBM20	Q2TAY7	1	0.9288	0.0093
TetOn-BAG3	Q2TAY7	4	0.4188	0.3721
A4	Q2TB90	4	0.2500	0.4623
C10	Q2TB90	4	0.2500	0.4623
iPS_A4	Q2TB90	4	0.2500	0.4623
iPS_C10	Q2TB90	4	0.2500	0.4623
iPS_K22	Q2TB90	4	0.2500	0.4623
iPS_P9	Q2TB90	4	0.2500	0.4623
K22	Q2TB90	4	0.2500	0.4623
P9	Q2TB90	4	0.2500	0.4623
A4	Q2TBE0	4	0.4283	0.3666
C10	Q2TBE0	4	0.4652	0.3490
homo+Bort	Q2TBE0	4	0.2367	0.5346
homo+DMSO	Q2TBE0	4	0.2217	0.5408
HSPB7	Q2TBE0	4	0.2380	0.5340
iPS_A4	Q2TBE0	4	0.2840	0.4463
iPS_C10	Q2TBE0	4	0.4516	0.3556
iPS_K22	Q2TBE0	4	0.4005	0.3818
iPS_WTc11	Q2TBE0	4	0.2179	0.5420
K22	Q2TBE0	4	0.2228	0.5402
P9	Q2TBE0	4	0.2441	0.5307
TetOn-BAG3	Q2TBE0	4	0.3634	0.4020
A4	Q2V2M9	4	0.0132	0.6213
C10	Q2V2M9	4	0.0142	0.6210
HSPB7	Q2V2M9	4	0.0238	0.6182
iPS_P9	Q2V2M9	4	0.0420	0.6115
K22	Q2V2M9	4	0.0112	0.6219
P9	Q2V2M9	4	0.0124	0.6215
RBM20	Q2V2M9	1	0.2196	0.5414
homo+Bort	Q32MH5	4	0.2500	0.4623
iPS_WTc11	Q32MH5	4	0.2500	0.4623
K22	Q32MH5	4	0.2500	0.4623
A4	Q3B726	4	0.5000	0.2946
C10	Q3B726	4	0.2500	0.4623
HSPB7	Q3B726	4	0.2500	0.4623
iPS_A4	Q3B726	4	0.5000	0.2946
iPS_C10	Q3B726	4	0.7500	0.1017
iPS_K22	Q3B726	4	0.5000	0.2946
iPS_P9	Q3B726	4	0.7500	0.1017
iPS_WTc11	Q3B726	4	0.5000	0.2946
K22	Q3B726	4	0.1732	0.5579
P9	Q3B726	4	0.4965	0.3317
A4	Q3B8N5	4	0.3228	0.4240
C10	Q3B8N5	4	0.2500	0.4623
homo+Bort	Q3B8N5	4	0.2500	0.4623
homo+DMSO	Q3B8N5	4	0.2478	0.5274
HSPB7	Q3B8N5	4	0.2500	0.4623
iPS_A4	Q3B8N5	4	0.4930	0.3350
iPS_C10	Q3B8N5	4	0.5000	0.2946
iPS_K22	Q3B8N5	4	0.3037	0.4353
iPS_P9	Q3B8N5	4	0.2500	0.4623
iPS_WTc11	Q3B8N5	4	0.3704	0.3981
K22	Q3B8N5	4	0.3027	0.4357
P9	Q3B8N5	4	0.2500	0.4623
TetOn-BAG3	Q3B8N5	4	0.5000	0.2946
A4	Q3V6T2	4	0.6299	0.2031
C10	Q3V6T2	4	0.6343	0.2008
homo+Bort	Q3V6T2	4	0.4641	0.3496
homo+DMSO	Q3V6T2	4	0.4612	0.3509
HSPB7	Q3V6T2	4	0.4986	0.3290
iPS_A4	Q3V6T2	4	0.3870	0.3890
iPS_C10	Q3V6T2	4	0.7963	0.0672
iPS_K22	Q3V6T2	4	0.4580	0.3524
iPS_P9	Q3V6T2	4	0.1803	0.5561
iPS_WTc11	Q3V6T2	4	0.4604	0.3512
K22	Q3V6T2	4	0.4161	0.3735
P9	Q3V6T2	4	0.5352	0.2707
TetOn-BAG3	Q3V6T2	4	0.4105	0.3762
A4	Q3YBR2	4	0.0028	0.6244
C10	Q3YBR2	4	0.0993	0.5836
homo+Bort	Q3YBR2	4	0.0016	0.6248
homo+DMSO	Q3YBR2	4	0.4117	0.3755
HSPB7	Q3YBR2	4	0.0564	0.6049
iPS_A4	Q3YBR2	4	0.0164	0.6204
iPS_C10	Q3YBR2	4	0.2444	0.5304
iPS_K22	Q3YBR2	4	0.0694	0.5962
iPS_P9	Q3YBR2	4	0.3829	0.3914
iPS_WTc11	Q3YBR2	4	0.2437	0.5310
K22	Q3YBR2	4	0.0614	0.6017
P9	Q3YBR2	4	0.0580	0.6037
A4	Q3YEC7	4	0.5000	0.2946
C10	Q3YEC7	4	0.4990	0.3284
homo+Bort	Q3YEC7	4	0.5000	0.2946
HSPB7	Q3YEC7	4	0.5000	0.2946
K22	Q3YEC7	4	0.2499	0.5199
P9	Q3YEC7	4	0.5000	0.2946
TetOn-BAG3	Q3YEC7	4	0.2500	0.4623
A4	Q3ZCM7	4	0.5000	0.2946
C10	Q3ZCM7	4	1.0000	0.0000
homo+Bort	Q3ZCM7	4	0.5000	0.2946
homo+DMSO	Q3ZCM7	4	0.5000	0.2946
HSPB7	Q3ZCM7	4	0.5000	0.2946
iPS_A4	Q3ZCM7	4	0.7500	0.1017
iPS_C10	Q3ZCM7	4	0.7500	0.1017
iPS_K22	Q3ZCM7	4	1.0000	0.0000
iPS_P9	Q3ZCM7	4	0.7500	0.1017
iPS_WTc11	Q3ZCM7	4	0.7500	0.1017
K22	Q3ZCM7	4	0.2500	0.4623
P9	Q3ZCM7	4	0.7500	0.1017
RBM20	Q3ZCM7	1	1.0000	0.0000
TetOn-BAG3	Q3ZCM7	4	0.5000	0.2946
homo+DMSO	Q3ZCQ8	4	0.2500	0.4623
RBM20	Q3ZCQ8	1	1.0000	0.0000
HSPB7	Q495M9	4	0.2500	0.4623
iPS_A4	Q495M9	4	0.2500	0.4623
iPS_C10	Q495M9	4	0.2500	0.4623
iPS_K22	Q495M9	4	0.2500	0.4623
iPS_P9	Q495M9	4	0.5000	0.2946
TetOn-BAG3	Q495M9	4	0.2500	0.4623
A4	Q49A26	4	0.5292	0.2750
C10	Q49A26	4	0.4594	0.3518
homo+Bort	Q49A26	4	0.7381	0.1472
homo+DMSO	Q49A26	4	0.6153	0.2129
HSPB7	Q49A26	4	0.6178	0.2113
iPS_A4	Q49A26	4	0.6179	0.2112
iPS_C10	Q49A26	4	0.7899	0.0714
iPS_K22	Q49A26	4	0.7987	0.0654
iPS_P9	Q49A26	4	0.8315	0.0463
iPS_WTc11	Q49A26	4	0.8659	0.0303
K22	Q49A26	4	0.7600	0.0939
P9	Q49A26	4	0.6714	0.1804
RBM20	Q49A26	1	0.7518	0.0994
TetOn-BAG3	Q49A26	4	0.6990	0.1668
iPS_A4	Q4KWH8	4	0.2500	0.4623
iPS_K22	Q4KWH8	4	0.1830	0.5549
iPS_P9	Q4KWH8	4	0.4984	0.3295
A4	Q4LDE5	4	0.2500	0.4623
homo+Bort	Q4LDE5	4	0.2500	0.4623
iPS_A4	Q4LDE5	4	0.5000	0.2946
iPS_C10	Q4LDE5	4	0.2500	0.4623
iPS_K22	Q4LDE5	4	0.2500	0.4623
iPS_P9	Q4LDE5	4	0.5000	0.2946
iPS_WTc11	Q4LDE5	4	0.2500	0.4623
K22	Q4LDE5	4	0.2500	0.4623
P9	Q4LDE5	4	0.2500	0.4623
TetOn-BAG3	Q4LDE5	4	0.2500	0.4623
C10	Q4V328	4	0.2434	0.5313
homo+DMSO	Q4V328	4	0.0957	0.5852
iPS_P9	Q4V328	4	0.2176	0.5422
K22	Q4V328	4	0.0291	0.6167
P9	Q4V328	4	0.2152	0.5433
homo+Bort	Q502W6	4	0.2500	0.4623
homo+DMSO	Q502W6	4	0.2500	0.4623
HSPB7	Q502W6	4	0.2500	0.4623
iPS_WTc11	Q502W6	4	0.2500	0.4623
HSPB7	Q52LC2	4	0.2500	0.4623
homo+Bort	Q53EZ4	4	0.2500	0.4623
homo+DMSO	Q53EZ4	4	0.0253	0.6178
iPS_WTc11	Q53EZ4	4	0.2500	0.4623
A4	Q53F19	4	0.2500	0.4623
homo+Bort	Q53F19	4	0.2500	0.4623
homo+DMSO	Q53F19	4	0.2500	0.4623
HSPB7	Q53F19	4	0.2457	0.5295
iPS_K22	Q53F19	4	0.2482	0.5268
iPS_P9	Q53F19	4	0.4966	0.3316
K22	Q53F19	4	0.5000	0.2946
TetOn-BAG3	Q53F19	4	0.3440	0.4127
homo+Bort	Q53G59	4	0.2499	0.5199
homo+DMSO	Q53G59	4	0.0754	0.5933
iPS_A4	Q53G59	4	0.4995	0.3272
iPS_P9	Q53G59	4	0.5000	0.2946
iPS_WTc11	Q53G59	4	0.2500	0.4623
K22	Q53G59	4	0.0774	0.5925
P9	Q53G59	4	0.2500	0.4623
A4	Q53GG5	4	0.5000	0.2946
C10	Q53GG5	4	0.5000	0.2946
homo+Bort	Q53GG5	4	0.2500	0.4623
homo+DMSO	Q53GG5	4	0.5000	0.2946
HSPB7	Q53GG5	4	0.2500	0.4623
K22	Q53GG5	4	0.4027	0.3802
P9	Q53GG5	4	0.5000	0.2946
RBM20	Q53GG5	1	1.0000	0.0000
TetOn-BAG3	Q53GG5	4	0.2500	0.4623
TetOn-BAG3	Q53H47	4	0.2500	0.4623
A4	Q562F6	4	0.0338	0.6150
C10	Q562F6	4	0.1463	0.5661
homo+Bort	Q562F6	4	0.1312	0.5715
homo+DMSO	Q562F6	4	0.0721	0.5950
HSPB7	Q562F6	4	0.2356	0.5351
iPS_A4	Q562F6	4	0.1057	0.5811
iPS_C10	Q562F6	4	0.2525	0.4615
iPS_K22	Q562F6	4	0.1225	0.5741
iPS_WTc11	Q562F6	4	0.1170	0.5762
K22	Q562F6	4	0.1346	0.5702
P9	Q562F6	4	0.3381	0.4160
RBM20	Q562F6	1	0.9015	0.0157
TetOn-BAG3	Q562F6	4	0.1599	0.5620
C10	Q562R1	4	0.4667	0.3486
iPS_A4	Q562R1	4	0.2500	0.4623
iPS_P9	Q562R1	4	0.2500	0.4623
P9	Q562R1	4	0.2500	0.4623
iPS_WTc11	Q56A73	4	0.2500	0.4623
C10	Q56NI9	4	0.0171	0.6202
homo+Bort	Q56NI9	4	0.2160	0.5429
homo+DMSO	Q56NI9	4	0.2143	0.5437
HSPB7	Q56NI9	4	0.0995	0.5835
iPS_A4	Q56NI9	4	0.1911	0.5522
iPS_C10	Q56NI9	4	0.2723	0.4521
iPS_K22	Q56NI9	4	0.2499	0.5199
iPS_P9	Q56NI9	4	0.2365	0.5347
iPS_WTc11	Q56NI9	4	0.2184	0.5418
P9	Q56NI9	4	0.2062	0.5469
TetOn-BAG3	Q56NI9	4	0.2492	0.5246
homo+Bort	Q58F21	4	0.0822	0.5902
homo+DMSO	Q58F21	4	0.1348	0.5702
HSPB7	Q58F21	4	0.2080	0.5463
iPS_A4	Q58F21	4	0.2136	0.5440
iPS_C10	Q58F21	4	0.2564	0.4598
iPS_P9	Q58F21	4	0.1970	0.5502
iPS_WTc11	Q58F21	4	0.1016	0.5826
K22	Q58F21	4	0.1127	0.5780
P9	Q58F21	4	0.1681	0.5595
RBM20	Q58F21	1	0.6468	0.1936
TetOn-BAG3	Q58F21	4	0.0115	0.6218
iPS_WTc11	Q58FF6	4	0.5000	0.2946
C10	Q58FF8	4	0.5000	0.2946
homo+DMSO	Q58FF8	4	0.5000	0.2946
iPS_A4	Q58FF8	4	0.7500	0.1017
iPS_C10	Q58FF8	4	0.5000	0.2946
iPS_K22	Q58FF8	4	0.5000	0.2946
iPS_P9	Q58FF8	4	0.7500	0.1017
iPS_WTc11	Q58FF8	4	1.0000	0.0000
P9	Q58FF8	4	0.2500	0.4623
A4	Q58G82	4	0.2500	0.4623
C10	Q58G82	4	0.3111	0.4308
homo+Bort	Q58G82	4	0.2500	0.4623
homo+DMSO	Q58G82	4	0.0471	0.6096
HSPB7	Q58G82	4	0.2235	0.5398
iPS_C10	Q58G82	4	0.1645	0.5606
K22	Q58G82	4	0.1794	0.5564
RBM20	Q58G82	1	0.9841	0.0013
A4	Q58WW2	4	0.2500	0.4623
P9	Q58WW2	4	0.2500	0.4623
TetOn-BAG3	Q58WW2	4	0.2500	0.4623
A4	Q59GN2	4	0.5260	0.2777
C10	Q59GN2	4	0.4822	0.3404
homo+Bort	Q59GN2	4	0.4038	0.3795
homo+DMSO	Q59GN2	4	0.4856	0.3389
HSPB7	Q59GN2	4	0.4349	0.3631
iPS_A4	Q59GN2	4	0.5481	0.2620
iPS_C10	Q59GN2	4	0.5436	0.2651
iPS_K22	Q59GN2	4	0.4553	0.3538
iPS_P9	Q59GN2	4	0.4371	0.3620
iPS_WTc11	Q59GN2	4	0.4283	0.3666
K22	Q59GN2	4	0.4776	0.3433
P9	Q59GN2	4	0.5173	0.2839
RBM20	Q59GN2	1	0.4016	0.3811
TetOn-BAG3	Q59GN2	4	0.3999	0.3822
A4	Q5BJF6	4	0.1253	0.5734
C10	Q5BJF6	4	0.1953	0.5508
homo+Bort	Q5BJF6	4	0.1107	0.5789
homo+DMSO	Q5BJF6	4	0.1345	0.5703
HSPB7	Q5BJF6	4	0.3590	0.4048
iPS_A4	Q5BJF6	4	0.1075	0.5804
iPS_K22	Q5BJF6	4	0.0538	0.6061
