Bait	Prey	#Rep	#Pep	AvgP	BFDR
HSPB7	Q9NZJ4	4	1	0.2500	0.5036
iPS_A4	Q9NZJ4	4	1	0.6568	0.2147
iPS_C10	Q9NZJ4	4	1	0.6385	0.2287
iPS_K22	Q9NZJ4	4	1	0.5389	0.3001
iPS_P9	Q9NZJ4	4	1	0.5834	0.2695
iPS_WTc11	Q9NZJ4	4	1	0.4877	0.3549
K22	Q9NZJ4	4	1	0.6575	0.2137
P9	Q9NZJ4	4	1	0.2215	0.5758
TetOn-BAG3	Q9NZJ4	4	1	0.6876	0.1919
iPS_A4	Q9NZL4	4	2	0.2500	0.5036
iPS_C10	Q9NZL4	4	2	0.1250	0.6232
iPS_K22	Q9NZL4	4	2	0.1250	0.6232
iPS_P9	Q9NZL4	4	2	0.1250	0.6232
iPS_WTc11	Q9NZL4	4	2	0.1250	0.6232
A4	Q9NZM4	4	1	0.2725	0.4949
C10	Q9NZM4	4	1	0.1735	0.6023
homo+Bort	Q9NZM4	4	1	0.2441	0.5554
homo+DMSO	Q9NZM4	4	1	0.4351	0.3922
iPS_A4	Q9NZM4	4	1	0.3100	0.4734
iPS_WTc11	Q9NZM4	4	1	0.1034	0.6392
K22	Q9NZM4	4	1	0.1545	0.6121
P9	Q9NZM4	4	1	0.1616	0.6092
TetOn-BAG3	Q9NZM4	4	1	0.2207	0.5763
A4	Q9NZM5	4	3	0.2499	0.5420
C10	Q9NZM5	4	3	0.1667	0.6049
homo+Bort	Q9NZM5	4	3	0.1667	0.6049
HSPB7	Q9NZM5	4	3	0.0833	0.6451
iPS_A4	Q9NZM5	4	3	0.3333	0.4574
iPS_C10	Q9NZM5	4	3	0.1667	0.6049
iPS_K22	Q9NZM5	4	3	0.1667	0.6049
iPS_P9	Q9NZM5	4	3	0.3333	0.4574
iPS_WTc11	Q9NZM5	4	3	0.2500	0.5036
K22	Q9NZM5	4	3	0.1667	0.6049
P9	Q9NZM5	4	3	0.1666	0.6061
TetOn-BAG3	Q9NZM5	4	3	0.2499	0.5420
A4	Q9NZN5	4	1	0.2500	0.5036
C10	Q9NZN5	4	1	0.2500	0.5036
iPS_A4	Q9NZN5	4	1	0.2500	0.5036
iPS_P9	Q9NZN5	4	1	0.2500	0.5036
P9	Q9NZN5	4	1	0.2500	0.5036
A4	Q9NZV5	4	1	0.2500	0.5036
homo+Bort	Q9NZV5	4	1	0.5000	0.3249
HSPB7	Q9NZV5	4	1	0.2500	0.5036
iPS_A4	Q9NZV5	4	1	0.2500	0.5036
iPS_K22	Q9NZV5	4	1	0.2500	0.5036
iPS_P9	Q9NZV5	4	1	0.5000	0.3249
iPS_WTc11	Q9NZV5	4	1	0.2500	0.5036
K22	Q9NZV5	4	1	0.2500	0.5036
iPS_A4	Q9P031	4	2	0.4999	0.3390
iPS_C10	Q9P031	4	2	0.2499	0.5420
iPS_K22	Q9P031	4	2	0.1250	0.6232
iPS_P9	Q9P031	4	2	0.2500	0.5036
iPS_WTc11	Q9P031	4	2	0.2496	0.5469
iPS_A4	Q9P0K8	4	1	0.2500	0.5036
K22	Q9P0K8	4	1	0.2500	0.5036
iPS_A4	Q9P0V9	4	1	0.2500	0.5036
iPS_K22	Q9P0V9	4	1	0.2498	0.5450
P9	Q9P0V9	4	1	0.2500	0.5036
HSPB7	Q9P0W8	4	1	0.2500	0.5036
iPS_A4	Q9P1Y5	4	7	0.7472	0.1478
iPS_C10	Q9P1Y5	4	7	0.8744	0.0609
iPS_K22	Q9P1Y5	4	7	0.6851	0.1943
iPS_P9	Q9P1Y5	4	7	0.9358	0.0239
iPS_WTc11	Q9P1Y5	4	7	0.5625	0.2835
iPS_C10	Q9P203	4	1	0.2500	0.5036
iPS_K22	Q9P203	4	1	0.2500	0.5036
iPS_WTc11	Q9P203	4	1	0.2500	0.5036
A4	Q9P225	4	3	0.1258	0.6229
C10	Q9P225	4	3	0.2441	0.5554
homo+Bort	Q9P225	4	3	0.1412	0.6176
homo+DMSO	Q9P225	4	3	0.1277	0.6222
HSPB7	Q9P225	4	3	0.0888	0.6438
iPS_A4	Q9P225	4	3	0.0599	0.6573
iPS_C10	Q9P225	4	3	0.1472	0.6152
iPS_K22	Q9P225	4	3	0.0818	0.6488
iPS_P9	Q9P225	4	3	0.1330	0.6206
iPS_WTc11	Q9P225	4	3	0.2519	0.5030
K22	Q9P225	4	3	0.0708	0.6530
P9	Q9P225	4	3	0.1859	0.5966
RBM20	Q9P225	1	3	0.6309	0.2343
TetOn-BAG3	Q9P225	4	3	0.1434	0.6167
A4	Q9P258	4	20	0.0576	0.6579
C10	Q9P258	4	20	0.1414	0.6175
homo+Bort	Q9P258	4	20	0.0668	0.6544
homo+DMSO	Q9P258	4	20	0.0911	0.6432
HSPB7	Q9P258	4	20	0.1833	0.5980
iPS_A4	Q9P258	4	20	0.6448	0.2236
iPS_C10	Q9P258	4	20	0.6954	0.1851
iPS_K22	Q9P258	4	20	0.7324	0.1573
iPS_P9	Q9P258	4	20	0.7927	0.1064
iPS_WTc11	Q9P258	4	20	0.6676	0.2060
K22	Q9P258	4	20	0.0477	0.6607
P9	Q9P258	4	20	0.1697	0.6037
TetOn-BAG3	Q9P258	4	20	0.0875	0.6443
A4	Q9P270	4	3	0.1120	0.6359
C10	Q9P270	4	3	0.2986	0.4805
homo+Bort	Q9P270	4	3	0.1503	0.6139
homo+DMSO	Q9P270	4	3	0.1346	0.6200
HSPB7	Q9P270	4	3	0.2186	0.5778
iPS_A4	Q9P270	4	3	0.4032	0.4137
iPS_C10	Q9P270	4	3	0.1548	0.6119
iPS_K22	Q9P270	4	3	0.1652	0.6076
iPS_P9	Q9P270	4	3	0.4044	0.4132
iPS_WTc11	Q9P270	4	3	0.0878	0.6442
K22	Q9P270	4	3	0.1331	0.6205
P9	Q9P270	4	3	0.2153	0.5800
TetOn-BAG3	Q9P270	4	3	0.1404	0.6179
A4	Q9P2D3	4	1	0.1928	0.5927
C10	Q9P2D3	4	1	0.2324	0.5669
iPS_A4	Q9P2D3	4	1	0.2287	0.5701
iPS_K22	Q9P2D3	4	1	0.2405	0.5590
P9	Q9P2D3	4	1	0.2220	0.5755
A4	Q9P2D6	4	1	0.4628	0.3732
C10	Q9P2D6	4	1	0.1447	0.6162
homo+DMSO	Q9P2D6	4	1	0.1850	0.5971
HSPB7	Q9P2D6	4	1	0.2153	0.5800
iPS_C10	Q9P2D6	4	1	0.2407	0.5588
iPS_P9	Q9P2D6	4	1	0.2369	0.5626
P9	Q9P2D6	4	1	0.2066	0.5854
RBM20	Q9P2D6	1	1	0.9905	0.0010
TetOn-BAG3	Q9P2D6	4	1	0.2217	0.5757
C10	Q9P2E9	4	4	0.1666	0.6061
homo+Bort	Q9P2E9	4	4	0.0772	0.6506
homo+DMSO	Q9P2E9	4	4	0.0824	0.6485
HSPB7	Q9P2E9	4	4	0.1665	0.6066
iPS_A4	Q9P2E9	4	4	0.1667	0.6049
iPS_C10	Q9P2E9	4	4	0.3322	0.4597
iPS_K22	Q9P2E9	4	4	0.1667	0.6049
iPS_P9	Q9P2E9	4	4	0.0833	0.6451
iPS_WTc11	Q9P2E9	4	4	0.1665	0.6066
K22	Q9P2E9	4	4	0.1626	0.6087
P9	Q9P2E9	4	4	0.1651	0.6076
A4	Q9P2F8	4	1	0.0439	0.6614
iPS_K22	Q9P2F8	4	1	0.1189	0.6327
iPS_P9	Q9P2F8	4	1	0.2119	0.5823
iPS_WTc11	Q9P2F8	4	1	0.1915	0.5934
TetOn-BAG3	Q9P2F8	4	1	0.1253	0.6231
TetOn-BAG3	Q9P2K5	4	1	0.2498	0.5450
A4	Q9P2N5	4	15	0.3884	0.4231
C10	Q9P2N5	4	15	0.3931	0.4200
homo+Bort	Q9P2N5	4	15	0.4093	0.4105
homo+DMSO	Q9P2N5	4	15	0.3539	0.4464
HSPB7	Q9P2N5	4	15	0.3962	0.4180
iPS_A4	Q9P2N5	4	15	0.5244	0.3109
iPS_C10	Q9P2N5	4	15	0.4777	0.3616
iPS_K22	Q9P2N5	4	15	0.4558	0.3782
iPS_P9	Q9P2N5	4	15	0.6091	0.2526
iPS_WTc11	Q9P2N5	4	15	0.5361	0.3027
K22	Q9P2N5	4	15	0.3502	0.4484
P9	Q9P2N5	4	15	0.5371	0.3018
RBM20	Q9P2N5	1	15	0.3412	0.4536
TetOn-BAG3	Q9P2N5	4	15	0.5624	0.2839
A4	Q9P2P1	4	1	0.2500	0.5036
C10	Q9P2P1	4	1	0.2500	0.5036
homo+Bort	Q9P2P1	4	1	0.7433	0.1497
homo+DMSO	Q9P2P1	4	1	0.5000	0.3249
HSPB7	Q9P2P1	4	1	0.2500	0.5036
iPS_A4	Q9P2P1	4	1	0.2499	0.5420
iPS_C10	Q9P2P1	4	1	0.4980	0.3467
iPS_K22	Q9P2P1	4	1	0.2492	0.5489
iPS_P9	Q9P2P1	4	1	0.2498	0.5450
iPS_WTc11	Q9P2P1	4	1	0.2499	0.5420
K22	Q9P2P1	4	1	0.2500	0.5036
P9	Q9P2P1	4	1	0.2500	0.5036
A4	Q9P2R3	4	15	0.3390	0.4548
C10	Q9P2R3	4	15	0.6187	0.2458
homo+Bort	Q9P2R3	4	15	0.3166	0.4692
homo+DMSO	Q9P2R3	4	15	0.2659	0.4978
HSPB7	Q9P2R3	4	15	0.4617	0.3742
iPS_A4	Q9P2R3	4	15	0.5251	0.3108
iPS_C10	Q9P2R3	4	15	0.4372	0.3907
iPS_K22	Q9P2R3	4	15	0.4141	0.4068
iPS_P9	Q9P2R3	4	15	0.4869	0.3555
iPS_WTc11	Q9P2R3	4	15	0.5559	0.2889
K22	Q9P2R3	4	15	0.2709	0.4956
P9	Q9P2R3	4	15	0.5029	0.3231
RBM20	Q9P2R3	1	15	0.2068	0.5852
TetOn-BAG3	Q9P2R3	4	15	0.2244	0.5736
A4	Q9QC07	4	1	0.2500	0.5036
C10	Q9QC07	4	1	0.2500	0.5036
iPS_P9	Q9QC07	4	1	0.2500	0.5036
K22	Q9QC07	4	1	0.2500	0.5036
P9	Q9QC07	4	1	0.2500	0.5036
TetOn-BAG3	Q9QC07	4	1	0.2500	0.5036
iPS_A4	Q9UBF2	4	2	0.2499	0.5420
iPS_C10	Q9UBF2	4	2	0.1250	0.6232
iPS_K22	Q9UBF2	4	2	0.4999	0.3390
iPS_P9	Q9UBF2	4	2	0.1243	0.6292
iPS_WTc11	Q9UBF2	4	2	0.1244	0.6291
A4	Q9UBQ5	4	5	0.1764	0.6011
C10	Q9UBQ5	4	5	0.2887	0.4864
homo+Bort	Q9UBQ5	4	5	0.0771	0.6507
HSPB7	Q9UBQ5	4	5	0.0798	0.6495
iPS_A4	Q9UBQ5	4	5	0.3099	0.4734
iPS_C10	Q9UBQ5	4	5	0.6148	0.2487
iPS_K22	Q9UBQ5	4	5	0.4555	0.3783
iPS_P9	Q9UBQ5	4	5	0.6958	0.1847
iPS_WTc11	Q9UBQ5	4	5	0.2273	0.5715
K22	Q9UBQ5	4	5	0.0736	0.6521
P9	Q9UBQ5	4	5	0.1462	0.6156
HSPB7	Q9UBT7	4	1	0.1686	0.6042
iPS_A4	Q9UBT7	4	1	0.2310	0.5680
iPS_P9	Q9UBT7	4	1	0.2341	0.5654
K22	Q9UBT7	4	1	0.2197	0.5770
RBM20	Q9UBT7	1	1	0.9789	0.0034
iPS_A4	Q9UBU7	4	1	0.2500	0.5036
iPS_C10	Q9UBU7	4	1	0.2500	0.5036
iPS_K22	Q9UBU7	4	1	0.2500	0.5036
iPS_P9	Q9UBU7	4	1	0.4999	0.3390
iPS_WTc11	Q9UBU7	4	1	0.2500	0.5036
A4	Q9UBU8	4	4	0.1592	0.6101
C10	Q9UBU8	4	4	0.1791	0.6001
homo+Bort	Q9UBU8	4	4	0.3168	0.4690
homo+DMSO	Q9UBU8	4	4	0.0714	0.6528
HSPB7	Q9UBU8	4	4	0.1542	0.6122
iPS_A4	Q9UBU8	4	4	0.1902	0.5944
iPS_C10	Q9UBU8	4	4	0.1352	0.6197
iPS_K22	Q9UBU8	4	4	0.2147	0.5805
iPS_P9	Q9UBU8	4	4	0.1236	0.6300
iPS_WTc11	Q9UBU8	4	4	0.1347	0.6199
K22	Q9UBU8	4	4	0.2592	0.5002
P9	Q9UBU8	4	4	0.2091	0.5841
TetOn-BAG3	Q9UBU8	4	4	0.1880	0.5954
A4	Q9UBY9	4	29	0.0338	0.6637
C10	Q9UBY9	4	29	0.0489	0.6605
homo+Bort	Q9UBY9	4	29	0.1075	0.6376
homo+DMSO	Q9UBY9	4	29	0.0436	0.6615
HSPB7	Q9UBY9	4	29	0.8419	0.0800
iPS_K22	Q9UBY9	4	29	0.0216	0.6658
iPS_P9	Q9UBY9	4	29	0.0166	0.6670
iPS_WTc11	Q9UBY9	4	29	0.0111	0.6676
K22	Q9UBY9	4	29	0.0104	0.6677
P9	Q9UBY9	4	29	0.0609	0.6568
RBM20	Q9UBY9	1	29	0.0595	0.6574
TetOn-BAG3	Q9UBY9	4	29	0.1945	0.5919
C10	Q9UDR5	4	7	0.1250	0.6232
homo+Bort	Q9UDR5	4	7	0.0624	0.6562
HSPB7	Q9UDR5	4	7	0.1184	0.6330
iPS_A4	Q9UDR5	4	7	0.3750	0.4310
iPS_C10	Q9UDR5	4	7	0.4997	0.3414
iPS_K22	Q9UDR5	4	7	0.4375	0.3903
iPS_P9	Q9UDR5	4	7	0.2494	0.5481
iPS_WTc11	Q9UDR5	4	7	0.5624	0.2839
A4	Q9UDY2	4	6	0.0831	0.6479
homo+Bort	Q9UDY2	4	6	0.0833	0.6451
homo+DMSO	Q9UDY2	4	6	0.0833	0.6451
iPS_A4	Q9UDY2	4	6	0.6542	0.2171
iPS_C10	Q9UDY2	4	6	0.9164	0.0365
iPS_K22	Q9UDY2	4	6	0.6663	0.2081
iPS_P9	Q9UDY2	4	6	0.7494	0.1445
iPS_WTc11	Q9UDY2	4	6	0.4989	0.3445
P9	Q9UDY2	4	6	0.1663	0.6069
A4	Q9UDY4	4	4	0.2500	0.5036
homo+Bort	Q9UDY4	4	4	0.5000	0.3249
homo+DMSO	Q9UDY4	4	4	0.1667	0.6049
TetOn-BAG3	Q9UDY4	4	4	0.2499	0.5420
homo+Bort	Q9UER7	4	1	0.2500	0.5036
HSPB7	Q9UER7	4	1	0.2496	0.5469
iPS_A4	Q9UER7	4	1	0.2490	0.5494
iPS_C10	Q9UER7	4	1	0.2500	0.5036
iPS_K22	Q9UER7	4	1	0.2500	0.5036
iPS_WTc11	Q9UER7	4	1	0.2499	0.5420
HSPB7	Q9UFW8	4	1	0.2499	0.5420
iPS_P9	Q9UFW8	4	1	0.2405	0.5590
TetOn-BAG3	Q9UFW8	4	1	0.2405	0.5590
homo+DMSO	Q9UG01	4	1	0.2500	0.5036
A4	Q9UGL1	4	1	0.2221	0.5754
C10	Q9UGL1	4	1	0.3792	0.4289
homo+Bort	Q9UGL1	4	1	0.1993	0.5895
homo+DMSO	Q9UGL1	4	1	0.2025	0.5877
HSPB7	Q9UGL1	4	1	0.3662	0.4393
iPS_C10	Q9UGL1	4	1	0.2000	0.5890
iPS_K22	Q9UGL1	4	1	0.4133	0.4077
iPS_P9	Q9UGL1	4	1	0.5938	0.2626
iPS_WTc11	Q9UGL1	4	1	0.3864	0.4244
K22	Q9UGL1	4	1	0.4134	0.4076
P9	Q9UGL1	4	1	0.3567	0.4449
C10	Q9UGU5	4	2	0.1245	0.6289
homo+Bort	Q9UGU5	4	2	0.1244	0.6291
HSPB7	Q9UGU5	4	2	0.1250	0.6232
iPS_P9	Q9UGU5	4	2	0.1250	0.6232
iPS_WTc11	Q9UGU5	4	2	0.2497	0.5462
A4	Q9UH65	4	1	0.2440	0.5556
C10	Q9UH65	4	1	0.4607	0.3752
homo+Bort	Q9UH65	4	1	0.6750	0.2005
homo+DMSO	Q9UH65	4	1	0.2393	0.5603
HSPB7	Q9UH65	4	1	0.4941	0.3506
iPS_A4	Q9UH65	4	1	0.7087	0.1738
iPS_C10	Q9UH65	4	1	0.4902	0.3536
iPS_K22	Q9UH65	4	1	0.3662	0.4393
iPS_P9	Q9UH65	4	1	0.3908	0.4214
iPS_WTc11	Q9UH65	4	1	0.7133	0.1705
P9	Q9UH65	4	1	0.3245	0.4644
TetOn-BAG3	Q9UH65	4	1	0.4854	0.3568
HSPB7	Q9UHC1	4	1	0.2500	0.5036
iPS_WTc11	Q9UHC1	4	1	0.2500	0.5036
A4	Q9UHD8	4	6	0.2859	0.4881
C10	Q9UHD8	4	6	0.5448	0.2959
homo+Bort	Q9UHD8	4	6	0.1556	0.6116
homo+DMSO	Q9UHD8	4	6	0.1615	0.6093
HSPB7	Q9UHD8	4	6	0.3887	0.4228
iPS_A4	Q9UHD8	4	6	0.7082	0.1739
iPS_C10	Q9UHD8	4	6	0.7995	0.1026
iPS_K22	Q9UHD8	4	6	0.7157	0.1687
iPS_P9	Q9UHD8	4	6	0.8849	0.0543
iPS_WTc11	Q9UHD8	4	6	0.6381	0.2288
K22	Q9UHD8	4	6	0.2117	0.5824
P9	Q9UHD8	4	6	0.3872	0.4238
TetOn-BAG3	Q9UHD8	4	6	0.1337	0.6203
A4	Q9UHU1	4	1	0.5875	0.2672
C10	Q9UHU1	4	1	0.7495	0.1444
homo+Bort	Q9UHU1	4	1	0.6355	0.2304
homo+DMSO	Q9UHU1	4	1	0.1917	0.5933
HSPB7	Q9UHU1	4	1	0.2082	0.5846
iPS_A4	Q9UHU1	4	1	0.5394	0.2997
iPS_C10	Q9UHU1	4	1	0.7620	0.1269
iPS_K22	Q9UHU1	4	1	0.5296	0.3071
iPS_P9	Q9UHU1	4	1	0.7548	0.1326
iPS_WTc11	Q9UHU1	4	1	0.3679	0.4385
K22	Q9UHU1	4	1	0.4890	0.3542
P9	Q9UHU1	4	1	0.5898	0.2655
TetOn-BAG3	Q9UHU1	4	1	0.5426	0.2975
A4	Q9UHW9	4	2	0.1699	0.6036
C10	Q9UHW9	4	2	0.4812	0.3595
homo+Bort	Q9UHW9	4	2	0.2360	0.5635
homo+DMSO	Q9UHW9	4	2	0.3571	0.4446
HSPB7	Q9UHW9	4	2	0.2416	0.5579
iPS_A4	Q9UHW9	4	2	0.2420	0.5576
iPS_C10	Q9UHW9	4	2	0.1200	0.6321
iPS_K22	Q9UHW9	4	2	0.2402	0.5593
iPS_P9	Q9UHW9	4	2	0.2418	0.5577
iPS_WTc11	Q9UHW9	4	2	0.2424	0.5572
K22	Q9UHW9	4	2	0.3582	0.4438
P9	Q9UHW9	4	2	0.3614	0.4421
RBM20	Q9UHW9	1	2	0.4807	0.3598
A4	Q9UHX1	4	11	0.3924	0.4205
C10	Q9UHX1	4	11	0.4497	0.3821
homo+Bort	Q9UHX1	4	11	0.3020	0.4785
homo+DMSO	Q9UHX1	4	11	0.2137	0.5811
HSPB7	Q9UHX1	4	11	0.4641	0.3721
iPS_A4	Q9UHX1	4	11	0.5078	0.3203
iPS_C10	Q9UHX1	4	11	0.6759	0.2001
iPS_K22	Q9UHX1	4	11	0.5884	0.2667
iPS_P9	Q9UHX1	4	11	0.6420	0.2261
iPS_WTc11	Q9UHX1	4	11	0.5405	0.2989
K22	Q9UHX1	4	11	0.1492	0.6145
P9	Q9UHX1	4	11	0.6088	0.2530
RBM20	Q9UHX1	1	11	0.4223	0.4004
TetOn-BAG3	Q9UHX1	4	11	0.4018	0.4146
HSPB7	Q9UIA9	4	1	0.2500	0.5036
A4	Q9UIB8	4	1	0.2500	0.5036
HSPB7	Q9UIB8	4	1	0.5000	0.3249
iPS_WTc11	Q9UIB8	4	1	0.2500	0.5036
C10	Q9UIS9	4	1	0.1774	0.6008
HSPB7	Q9UIS9	4	1	0.0886	0.6439
P9	Q9UIS9	4	1	0.0370	0.6630
A4	Q9UIW2	4	2	0.1428	0.6171
C10	Q9UIW2	4	2	0.1014	0.6398
HSPB7	Q9UIW2	4	2	0.1150	0.6346
iPS_K22	Q9UIW2	4	2	0.1046	0.6386
iPS_P9	Q9UIW2	4	2	0.1030	0.6393
iPS_WTc11	Q9UIW2	4	2	0.2342	0.5653
K22	Q9UIW2	4	2	0.0524	0.6593
P9	Q9UIW2	4	2	0.1224	0.6307
RBM20	Q9UIW2	1	2	0.4312	0.3950
iPS_A4	Q9UJQ1	4	1	0.2500	0.5036
A4	Q9UJY1	4	18	1.0000	0.0000
C10	Q9UJY1	4	18	0.9999	0.0000
homo+Bort	Q9UJY1	4	18	0.6387	0.2285
homo+DMSO	Q9UJY1	4	18	0.6940	0.1865
HSPB7	Q9UJY1	4	18	0.1001	0.6403
iPS_A4	Q9UJY1	4	18	0.4471	0.3840
iPS_C10	Q9UJY1	4	18	0.7725	0.1200
iPS_K22	Q9UJY1	4	18	0.4088	0.4109
iPS_P9	Q9UJY1	4	18	0.1107	0.6363
K22	Q9UJY1	4	18	0.9672	0.0064
P9	Q9UJY1	4	18	0.6610	0.2114
TetOn-BAG3	Q9UJY1	4	18	0.8268	0.0876
A4	Q9UK10	4	1	0.5479	0.2936
C10	Q9UK10	4	1	0.5752	0.2756
homo+Bort	Q9UK10	4	1	0.3821	0.4272
homo+DMSO	Q9UK10	4	1	0.2145	0.5806
HSPB7	Q9UK10	4	1	0.2460	0.5534
iPS_A4	Q9UK10	4	1	0.2062	0.5856
iPS_C10	Q9UK10	4	1	0.4405	0.3878
iPS_K22	Q9UK10	4	1	0.0677	0.6540
iPS_P9	Q9UK10	4	1	0.3151	0.4700
iPS_WTc11	Q9UK10	4	1	0.2128	0.5818
K22	Q9UK10	4	1	0.2696	0.4963
P9	Q9UK10	4	1	0.2837	0.4892
RBM20	Q9UK10	1	1	0.7968	0.1042
TetOn-BAG3	Q9UK10	4	1	0.5968	0.2602
iPS_P9	Q9UKA1	4	1	0.2105	0.5831
iPS_WTc11	Q9UKA1	4	1	0.1070	0.6378
K22	Q9UKA1	4	1	0.2013	0.5883
TetOn-BAG3	Q9UKA1	4	1	0.1631	0.6085
A4	Q9UKF6	4	1	0.3758	0.4307
C10	Q9UKF6	4	1	0.4548	0.3790
homo+Bort	Q9UKF6	4	1	0.4978	0.3469
homo+DMSO	Q9UKF6	4	1	0.2497	0.5462
HSPB7	Q9UKF6	4	1	0.4999	0.3390
iPS_A4	Q9UKF6	4	1	0.4986	0.3457
iPS_C10	Q9UKF6	4	1	0.4927	0.3515
iPS_K22	Q9UKF6	4	1	0.4996	0.3424
iPS_P9	Q9UKF6	4	1	0.7376	0.1540
iPS_WTc11	Q9UKF6	4	1	0.4990	0.3441
K22	Q9UKF6	4	1	0.8491	0.0761
P9	Q9UKF6	4	1	0.4517	0.3811
RBM20	Q9UKF6	1	1	0.9999	0.0000
TetOn-BAG3	Q9UKF6	4	1	0.2474	0.5520
K22	Q9UKL6	4	1	0.2519	0.5030
A4	Q9UKV3	4	2	0.0780	0.6504
homo+DMSO	Q9UKV3	4	2	0.0653	0.6550
iPS_P9	Q9UKV3	4	2	0.0856	0.6447
iPS_WTc11	Q9UKV3	4	2	0.0918	0.6430
RBM20	Q9UKV3	1	2	0.3847	0.4253
TetOn-BAG3	Q9UKV3	4	2	0.0848	0.6450
A4	Q9UL40	4	1	0.3743	0.4342
C10	Q9UL40	4	1	0.2924	0.4843
homo+Bort	Q9UL40	4	1	0.0603	0.6571
homo+DMSO	Q9UL40	4	1	0.1893	0.5949
HSPB7	Q9UL40	4	1	0.4303	0.3956
iPS_A4	Q9UL40	4	1	0.1744	0.6020
iPS_C10	Q9UL40	4	1	0.3824	0.4269
iPS_K22	Q9UL40	4	1	0.1901	0.5945
iPS_P9	Q9UL40	4	1	0.1867	0.5961
K22	Q9UL40	4	1	0.0482	0.6606
P9	Q9UL40	4	1	0.3314	0.4604
RBM20	Q9UL40	1	1	0.7312	0.1581
A4	Q9UL58	4	1	0.7381	0.1537
C10	Q9UL58	4	1	0.7893	0.1089
homo+Bort	Q9UL58	4	1	0.6601	0.2123
homo+DMSO	Q9UL58	4	1	0.6162	0.2476
HSPB7	Q9UL58	4	1	0.1712	0.6031
iPS_A4	Q9UL58	4	1	0.6981	0.1831
iPS_C10	Q9UL58	4	1	0.6870	0.1925
iPS_K22	Q9UL58	4	1	0.4361	0.3916
iPS_P9	Q9UL58	4	1	0.6441	0.2240
iPS_WTc11	Q9UL58	4	1	0.6479	0.2219
K22	Q9UL58	4	1	0.3959	0.4183
P9	Q9UL58	4	1	0.3447	0.4518
RBM20	Q9UL58	1	1	0.8834	0.0550
TetOn-BAG3	Q9UL58	4	1	0.6751	0.2003
A4	Q9ULG1	4	1	0.2500	0.5036
C10	Q9ULG1	4	1	0.2500	0.5036
iPS_C10	Q9ULG1	4	1	0.2500	0.5036
iPS_K22	Q9ULG1	4	1	0.2500	0.5036
iPS_P9	Q9ULG1	4	1	0.2500	0.5036
K22	Q9ULG1	4	1	0.2498	0.5450
P9	Q9ULG1	4	1	0.2500	0.5036
homo+DMSO	Q9ULJ3	4	1	0.2500	0.5036
iPS_WTc11	Q9ULJ3	4	1	0.2500	0.5036
A4	Q9ULL1	4	1	0.2533	0.5023
C10	Q9ULL1	4	1	0.3905	0.4216
homo+Bort	Q9ULL1	4	1	0.2188	0.5776
homo+DMSO	Q9ULL1	4	1	0.3565	0.4451
HSPB7	Q9ULL1	4	1	0.2295	0.5692
iPS_A4	Q9ULL1	4	1	0.1868	0.5960
iPS_C10	Q9ULL1	4	1	0.2192	0.5774
iPS_K22	Q9ULL1	4	1	0.2325	0.5667
iPS_P9	Q9ULL1	4	1	0.2246	0.5734
iPS_WTc11	Q9ULL1	4	1	0.1956	0.5912
K22	Q9ULL1	4	1	0.2173	0.5787
P9	Q9ULL1	4	1	0.3397	0.4544
RBM20	Q9ULL1	1	1	0.9937	0.0008
TetOn-BAG3	Q9ULL1	4	1	0.1866	0.5961
A4	Q9ULM2	4	1	0.5000	0.3249
C10	Q9ULM2	4	1	0.5000	0.3249
homo+Bort	Q9ULM2	4	1	0.5000	0.3249
homo+DMSO	Q9ULM2	4	1	0.2500	0.5036
HSPB7	Q9ULM2	4	1	0.5000	0.3249
iPS_A4	Q9ULM2	4	1	0.2500	0.5036
K22	Q9ULM2	4	1	0.5000	0.3249
TetOn-BAG3	Q9ULM2	4	1	0.4997	0.3414
A4	Q9ULT8	4	1	0.2176	0.5784
C10	Q9ULT8	4	1	0.2099	0.5834
homo+Bort	Q9ULT8	4	1	0.2111	0.5828
homo+DMSO	Q9ULT8	4	1	0.2021	0.5879
iPS_A4	Q9ULT8	4	1	0.3593	0.4432
iPS_C10	Q9ULT8	4	1	0.4379	0.3900
iPS_K22	Q9ULT8	4	1	0.4243	0.3989
iPS_P9	Q9ULT8	4	1	0.3941	0.4194
iPS_WTc11	Q9ULT8	4	1	0.4011	0.4152
K22	Q9ULT8	4	1	0.1864	0.5963
P9	Q9ULT8	4	1	0.2328	0.5666
TetOn-BAG3	Q9ULT8	4	1	0.1801	0.5996
iPS_A4	Q9ULV4	4	2	0.2500	0.5036
iPS_C10	Q9ULV4	4	2	0.2500	0.5036
iPS_P9	Q9ULV4	4	2	0.2500	0.5036
A4	Q9UMS4	4	7	0.0615	0.6566
C10	Q9UMS4	4	7	0.3247	0.4641
homo+Bort	Q9UMS4	4	7	0.1099	0.6367
homo+DMSO	Q9UMS4	4	7	0.1426	0.6172
HSPB7	Q9UMS4	4	7	0.0621	0.6563
iPS_A4	Q9UMS4	4	7	0.1732	0.6025
iPS_C10	Q9UMS4	4	7	0.7570	0.1314
iPS_K22	Q9UMS4	4	7	0.2345	0.5649
iPS_P9	Q9UMS4	4	7	0.1201	0.6320
iPS_WTc11	Q9UMS4	4	7	0.2486	0.5503
K22	Q9UMS4	4	7	0.0758	0.6513
P9	Q9UMS4	4	7	0.3005	0.4792
